step,charts/episodic_return_mean,charts/episodic_return_mean_eval,track,method,experiment
2342912,3.9795918464660645,,gen,4x4_mixer_detached_entropy,miner_does_detached_entropy_help_agent=mixer-sigmoid-individual-entropy_seed=0_time=1681245275
2359296,4.639999866485596,5.4609375,gen,4x4_mixer_detached_entropy,miner_does_detached_entropy_help_agent=mixer-sigmoid-individual-entropy_seed=0_time=1681245275
2375680,5.108108043670654,,gen,4x4_mixer_detached_entropy,miner_does_detached_entropy_help_agent=mixer-sigmoid-individual-entropy_seed=0_time=1681245275
2392064,6.548387050628662,,gen,4x4_mixer_detached_entropy,miner_does_detached_entropy_help_agent=mixer-sigmoid-individual-entropy_seed=0_time=1681245275
2408448,6.25,,gen,4x4_mixer_detached_entropy,miner_does_detached_entropy_help_agent=mixer-sigmoid-individual-entropy_seed=0_time=1681245275
2424832,4.905660152435303,,gen,4x4_mixer_detached_entropy,miner_does_detached_entropy_help_agent=mixer-sigmoid-individual-entropy_seed=0_time=1681245275
2441216,4.8947367668151855,,gen,4x4_mixer_detached_entropy,miner_does_detached_entropy_help_agent=mixer-sigmoid-individual-entropy_seed=0_time=1681245275
2457600,5.307692527770996,,gen,4x4_mixer_detached_entropy,miner_does_detached_entropy_help_agent=mixer-sigmoid-individual-entropy_seed=0_time=1681245275
2473984,5.486486434936523,,gen,4x4_mixer_detached_entropy,miner_does_detached_entropy_help_agent=mixer-sigmoid-individual-entropy_seed=0_time=1681245275
2490368,4.916666507720947,,gen,4x4_mixer_detached_entropy,miner_does_detached_entropy_help_agent=mixer-sigmoid-individual-entropy_seed=0_time=1681245275
2506752,6.896551609039307,,gen,4x4_mixer_detached_entropy,miner_does_detached_entropy_help_agent=mixer-sigmoid-individual-entropy_seed=0_time=1681245275
2523136,5.685714244842529,,gen,4x4_mixer_detached_entropy,miner_does_detached_entropy_help_agent=mixer-sigmoid-individual-entropy_seed=0_time=1681245275
2539520,6.807692527770996,,gen,4x4_mixer_detached_entropy,miner_does_detached_entropy_help_agent=mixer-sigmoid-individual-entropy_seed=0_time=1681245275
2555904,5.361701965332031,,gen,4x4_mixer_detached_entropy,miner_does_detached_entropy_help_agent=mixer-sigmoid-individual-entropy_seed=0_time=1681245275
2572288,6.297872543334961,,gen,4x4_mixer_detached_entropy,miner_does_detached_entropy_help_agent=mixer-sigmoid-individual-entropy_seed=0_time=1681245275
2588672,7.333333492279053,,gen,4x4_mixer_detached_entropy,miner_does_detached_entropy_help_agent=mixer-sigmoid-individual-entropy_seed=0_time=1681245275
2605056,6.942857265472412,,gen,4x4_mixer_detached_entropy,miner_does_detached_entropy_help_agent=mixer-sigmoid-individual-entropy_seed=0_time=1681245275
2621440,5.181818008422852,5.5390625,gen,4x4_mixer_detached_entropy,miner_does_detached_entropy_help_agent=mixer-sigmoid-individual-entropy_seed=0_time=1681245275
2637824,5.724999904632568,,gen,4x4_mixer_detached_entropy,miner_does_detached_entropy_help_agent=mixer-sigmoid-individual-entropy_seed=0_time=1681245275
2654208,6.195652008056641,,gen,4x4_mixer_detached_entropy,miner_does_detached_entropy_help_agent=mixer-sigmoid-individual-entropy_seed=0_time=1681245275
2670592,6.0,,gen,4x4_mixer_detached_entropy,miner_does_detached_entropy_help_agent=mixer-sigmoid-individual-entropy_seed=0_time=1681245275
2686976,5.490566253662109,,gen,4x4_mixer_detached_entropy,miner_does_detached_entropy_help_agent=mixer-sigmoid-individual-entropy_seed=0_time=1681245275
2703360,6.4242424964904785,,gen,4x4_mixer_detached_entropy,miner_does_detached_entropy_help_agent=mixer-sigmoid-individual-entropy_seed=0_time=1681245275
2719744,5.481481552124023,,gen,4x4_mixer_detached_entropy,miner_does_detached_entropy_help_agent=mixer-sigmoid-individual-entropy_seed=0_time=1681245275
2736128,5.615384578704834,,gen,4x4_mixer_detached_entropy,miner_does_detached_entropy_help_agent=mixer-sigmoid-individual-entropy_seed=0_time=1681245275
2752512,7.382978916168213,,gen,4x4_mixer_detached_entropy,miner_does_detached_entropy_help_agent=mixer-sigmoid-individual-entropy_seed=0_time=1681245275
2768896,7.0,,gen,4x4_mixer_detached_entropy,miner_does_detached_entropy_help_agent=mixer-sigmoid-individual-entropy_seed=0_time=1681245275
2785280,6.233333110809326,,gen,4x4_mixer_detached_entropy,miner_does_detached_entropy_help_agent=mixer-sigmoid-individual-entropy_seed=0_time=1681245275
2801664,5.166666507720947,,gen,4x4_mixer_detached_entropy,miner_does_detached_entropy_help_agent=mixer-sigmoid-individual-entropy_seed=0_time=1681245275
2818048,7.243902206420898,,gen,4x4_mixer_detached_entropy,miner_does_detached_entropy_help_agent=mixer-sigmoid-individual-entropy_seed=0_time=1681245275
2834432,8.105262756347656,,gen,4x4_mixer_detached_entropy,miner_does_detached_entropy_help_agent=mixer-sigmoid-individual-entropy_seed=0_time=1681245275
2850816,7.309523582458496,,gen,4x4_mixer_detached_entropy,miner_does_detached_entropy_help_agent=mixer-sigmoid-individual-entropy_seed=0_time=1681245275
2867200,5.636363506317139,,gen,4x4_mixer_detached_entropy,miner_does_detached_entropy_help_agent=mixer-sigmoid-individual-entropy_seed=0_time=1681245275
2883584,8.175000190734863,6.540855884552002,gen,4x4_mixer_detached_entropy,miner_does_detached_entropy_help_agent=mixer-sigmoid-individual-entropy_seed=0_time=1681245275
2899968,5.777777671813965,,gen,4x4_mixer_detached_entropy,miner_does_detached_entropy_help_agent=mixer-sigmoid-individual-entropy_seed=0_time=1681245275
2916352,6.714285850524902,,gen,4x4_mixer_detached_entropy,miner_does_detached_entropy_help_agent=mixer-sigmoid-individual-entropy_seed=0_time=1681245275
2932736,6.710526466369629,,gen,4x4_mixer_detached_entropy,miner_does_detached_entropy_help_agent=mixer-sigmoid-individual-entropy_seed=0_time=1681245275
